velocity_calc,error,status,nano,time
1.0190333333333328,0.0,0.0,515623646.0,2022-12-12 07:12:01
1.049166666666667,0.0,0.0,515541415.2142857,2022-12-12 07:12:02
1.0957500000000002,0.0,0.0,515287855.7142857,2022-12-12 07:12:03
1.1323666666666672,0.0,0.0,515209052.35714287,2022-12-12 07:12:04
1.1670999999999978,0.0,0.0,515634520.5714286,2022-12-12 07:12:05
1.2147833333333344,0.0,0.0,515286527.9285714,2022-12-12 07:12:06
1.2461833333333343,0.0,0.0,515294199.5,2022-12-12 07:12:07
1.2891833333333316,0.0,0.0,515466097.85714287,2022-12-12 07:12:08
1.3272500000000018,0.0,0.0,515359705.5714286,2022-12-12 07:12:09
1.366199999999997,0.0,0.0,515405091.2142857,2022-12-12 07:12:10
1.4055166666666707,0.0,0.0,515468033.64285713,2022-12-12 07:12:11
1.4438333333333304,0.0,0.0,516021827.0,2022-12-12 07:12:12
1.4829833333333369,0.0,0.0,515944365.4285714,2022-12-12 07:12:13
1.5236166666666642,0.0,0.0,515810657.4285714,2022-12-12 07:12:14
1.5601000000000007,0.0,0.0,515785813.9285714,2022-12-12 07:12:15
1.5998333333333314,0.0,0.0,515279210.7142857,2022-12-12 07:12:16
1.639566666666667,0.0,0.0,515394272.64285713,2022-12-12 07:12:17
1.6799833333333347,0.0,0.0,515335765.7857143,2022-12-12 07:12:18
1.714616666666667,0.0,0.0,515366366.85714287,2022-12-12 07:12:19
1.7601500000000008,0.0,0.0,515453427.4285714,2022-12-12 07:12:20
1.7907833333333325,0.0,0.0,515365195.2142857,2022-12-12 07:12:21
1.835550000000003,0.0,0.0,515357461.5714286,2022-12-12 07:12:22
1.876516666666665,0.0,0.0,515515316.35714287,2022-12-12 07:12:23
1.9079083333333309,0.0,0.0,554921370.1666666,2022-12-12 07:12:24
1.9551333333333312,0.0,0.0,515656823.0714286,2022-12-12 07:12:25
1.98978333333334,0.0,0.0,515804898.5714286,2022-12-12 07:12:26
2.026466666666664,0.0,0.0,516020613.0714286,2022-12-12 07:12:27
2.07145555555555,0.0,0.0,475993220.4166667,2022-12-12 07:12:28
2.1044333333333327,0.0,0.0,515572607.14285713,2022-12-12 07:12:29
2.146500000000004,0.0,0.0,515396242.14285713,2022-12-12 07:12:30
2.1877166666666668,0.0,0.0,515342180.4285714,2022-12-12 07:12:31
2.223846153846154,0.0,0.0,552794747.3076923,2022-12-12 07:12:32
2.2645166666666667,0.0,0.0,515478171.7857143,2022-12-12 07:12:33
2.3024999999999998,0.0,0.0,515305067.0,2022-12-12 07:12:34
2.340583333333335,0.0,0.0,515464835.0714286,2022-12-12 07:12:35
2.381266666666666,0.0,0.0,515478460.5,2022-12-12 07:12:36
2.419033333333334,0.0,0.0,515470148.2857143,2022-12-12 07:12:37
2.459533333333333,0.0,0.0,515611343.5,2022-12-12 07:12:38
2.497033333333332,0.0,0.0,515769083.2857143,2022-12-12 07:12:39
2.5356666666666685,0.0,0.0,515985501.5,2022-12-12 07:12:40
2.576610256410257,0.0,0.0,534794878.5384616,2022-12-12 07:12:41
2.6149999999999998,0.0,0.0,515976412.5,2022-12-12 07:12:42
2.652666666666666,0.0,0.0,515788709.0714286,2022-12-12 07:12:43
2.6922500000000014,0.0,0.0,515384995.4285714,2022-12-12 07:12:44
2.7333833333333315,0.0,0.0,515448849.0,2022-12-12 07:12:45
2.7683666666666653,0.0,0.0,515382206.5,2022-12-12 07:12:46
2.809516666666667,0.0,0.0,515416561.2142857,2022-12-12 07:12:47
2.849783333333339,0.0,0.0,515392993.35714287,2022-12-12 07:12:48
2.8858999999999924,0.0,0.0,515413403.9285714,2022-12-12 07:12:49
2.9264333333333354,0.0,0.0,515550820.7857143,2022-12-12 07:12:50
2.9664333333333373,0.0,0.0,515545133.64285713,2022-12-12 07:12:51
3.003683333333328,0.0,0.0,515654861.5,2022-12-12 07:12:52
3.042750000000003,0.0,0.0,515712137.64285713,2022-12-12 07:12:53
3.08355,0.0,0.0,516296507.5,2022-12-12 07:12:54
3.1209333333333333,0.0,0.0,516013312.0,2022-12-12 07:12:55
3.1604333333333336,0.0,0.0,516005932.0714286,2022-12-12 07:12:56
3.199833333333334,0.0,0.0,515916989.4285714,2022-12-12 07:12:57
3.2385666666666664,0.0,0.0,515557309.7142857,2022-12-12 07:12:58
3.276766666666667,0.0,0.0,515523451.85714287,2022-12-12 07:12:59
3.317400000000002,0.0,0.0,515488959.0714286,2022-12-12 07:13:00
3.353999999999999,0.0,0.0,515468778.0,2022-12-12 07:13:01
3.3962833333333338,0.0,0.0,515522729.64285713,2022-12-12 07:13:02
3.43213333333333,0.0,0.0,515449875.64285713,2022-12-12 07:13:03
3.471999999999999,0.0,0.0,515619788.2142857,2022-12-12 07:13:04
3.5134666666666687,0.0,0.0,515659350.35714287,2022-12-12 07:13:05
3.5475166666666667,0.0,0.0,515731231.64285713,2022-12-12 07:13:06
3.5907333333333327,0.0,0.0,515874524.85714287,2022-12-12 07:13:07
3.627716666666667,0.0,0.0,515827509.0714286,2022-12-12 07:13:08
3.667716666666669,0.0,0.0,516111585.4285714,2022-12-12 07:13:09
3.706649999999996,0.0,0.0,516144558.4285714,2022-12-12 07:13:10
3.744583333333336,0.0,0.0,515808341.2857143,2022-12-12 07:13:11
3.7859,0.0,0.0,515558859.85714287,2022-12-12 07:13:12
3.8206,0.0,0.0,515551751.2142857,2022-12-12 07:13:13
3.865566666666665,0.0,0.0,515636847.14285713,2022-12-12 07:13:14
3.899516666666668,0.0,0.0,515527657.0714286,2022-12-12 07:13:15
3.940883333333332,0.0,0.0,515645117.7142857,2022-12-12 07:13:16
3.979183333333336,0.0,0.0,515588490.2142857,2022-12-12 07:13:17
4.017949999999999,0.0,0.0,515607224.5714286,2022-12-12 07:13:18
4.057666666666668,0.0,0.0,515709942.35714287,2022-12-12 07:13:19
4.09008333333333,0.0,0.0,515880846.4285714,2022-12-12 07:13:20
4.128456410256414,0.0,0.0,495774370.1538461,2022-12-12 07:13:21
4.159616666666665,0.0,0.0,516058148.2857143,2022-12-12 07:13:22
4.193197435897436,0.0,0.0,515183734.9230769,2022-12-12 07:13:23
4.225738461538465,0.0,0.0,530596611.4615384,2022-12-12 07:13:24
4.254528205128205,0.0,0.0,534029156.61538464,2022-12-12 07:13:25
4.282689743589741,0.0,0.0,479854640.5384616,2022-12-12 07:13:26
4.313083333333333,0.0,0.0,515671021.2142857,2022-12-12 07:13:27
4.336133333333335,0.0,0.0,515545188.35714287,2022-12-12 07:13:28
4.367133333333332,0.0,0.0,515618766.9285714,2022-12-12 07:13:29
4.389035897435897,0.0,0.0,541405412.5384616,2022-12-12 07:13:30
4.414233333333336,0.0,0.0,515708324.4285714,2022-12-12 07:13:31
4.4385,0.0,0.0,515846587.2857143,2022-12-12 07:13:32
4.458883333333333,0.0,0.0,515765880.14285713,2022-12-12 07:13:33
4.480366666666664,0.0,0.0,515963138.9285714,2022-12-12 07:13:34
4.503950000000003,0.0,0.0,516095125.85714287,2022-12-12 07:13:35
4.520061538461533,0.0,0.0,530392133.61538464,2022-12-12 07:13:36
4.5431,0.0,0.0,516353528.9285714,2022-12-12 07:13:37
4.559950000000005,0.0,0.0,516419400.7142857,2022-12-12 07:13:38
4.5766,0.0,0.0,545398386.1538461,2022-12-12 07:13:39
4.5972,0.0,0.0,515732393.4285714,2022-12-12 07:13:40
4.610166666666666,0.0,0.0,515819808.0,2022-12-12 07:13:41
4.6291166666666665,0.0,0.0,515725347.5714286,2022-12-12 07:13:42
4.643916666666668,0.0,0.0,515657457.4285714,2022-12-12 07:13:43
4.656849999999999,0.0,0.0,515680877.2857143,2022-12-12 07:13:44
4.675999999999998,0.0,0.0,503280842.7692308,2022-12-12 07:13:45
4.684066666666672,0.0,0.0,515879614.7857143,2022-12-12 07:13:46
4.701749999999999,0.0,0.0,515874166.35714287,2022-12-12 07:13:47
4.713266666666664,0.0,0.0,515953552.85714287,2022-12-12 07:13:48
4.724650000000002,0.0,0.0,516175528.85714287,2022-12-12 07:13:49
4.7386833333333325,0.0,0.0,516296961.35714287,2022-12-12 07:13:50
4.748100000000003,0.0,0.0,516458378.35714287,2022-12-12 07:13:51
4.760556410256407,0.0,0.0,480647833.7692308,2022-12-12 07:13:52
4.77155,0.0,0.0,516234215.64285713,2022-12-12 07:13:53
4.7791,0.0,0.0,515827800.85714287,2022-12-12 07:13:54
4.7933666666666666,0.0,0.0,503274790.84615386,2022-12-12 07:13:55
4.799750000000001,0.0,0.0,515897973.5,2022-12-12 07:13:56
4.80865,0.0,0.0,515779865.0714286,2022-12-12 07:13:57
4.822533333333331,0.0,0.0,515922644.14285713,2022-12-12 07:13:58
4.824150000000003,0.0,0.0,515818158.7857143,2022-12-12 07:13:59
4.837666666666664,0.0,0.0,515961640.9285714,2022-12-12 07:14:00
4.842420512820516,0.0,0.0,484022735.5384616,2022-12-12 07:14:01
4.8505916666666655,0.0,0.0,514191613.5833333,2022-12-12 07:14:02
4.860216666666664,0.0,0.0,516446659.35714287,2022-12-12 07:14:03
4.864183333333338,0.0,0.0,516213653.64285713,2022-12-12 07:14:04
4.873999999999998,0.0,0.0,516622809.0,2022-12-12 07:14:05
4.879502564102565,0.0,0.0,492326642.6923077,2022-12-12 07:14:06
4.886287179487179,0.0,0.0,533998794.61538464,2022-12-12 07:14:07
4.890541025641025,0.0,0.0,491839427.0769231,2022-12-12 07:14:08
4.901633333333335,0.0,0.0,516034449.85714287,2022-12-12 07:14:09
4.899844444444443,0.0,0.0,480126803.4166667,2022-12-12 07:14:10
4.912349999999998,0.0,0.0,515982973.85714287,2022-12-12 07:14:11
4.912522222222221,0.0,0.0,500984030.4166667,2022-12-12 07:14:12
4.9198,0.0,0.0,516058501.2857143,2022-12-12 07:14:13
4.925549999999996,0.0,0.0,516046256.0,2022-12-12 07:14:14
4.92706666666667,0.0,0.0,516034035.0,2022-12-12 07:14:15
4.935666666666663,0.0,0.0,516156375.14285713,2022-12-12 07:14:16
4.937605555555564,0.0,0.0,538903085.9166666,2022-12-12 07:14:17
4.943516666666667,0.0,0.0,516472212.4285714,2022-12-12 07:14:18
4.945697435897436,0.0,0.0,519155007.3076923,2022-12-12 07:14:19
4.951866666666668,0.0,0.0,516632629.14285713,2022-12-12 07:14:20
4.953416666666665,0.0,0.0,516166957.7857143,2022-12-12 07:14:21
4.9591305555555545,0.0,0.0,547158479.25,2022-12-12 07:14:22
4.961950000000002,0.0,0.0,515949934.2142857,2022-12-12 07:14:23
4.966266666666665,0.0,0.0,507641934.7272728,2022-12-12 07:14:24
4.969964102564101,0.0,0.0,480198190.0,2022-12-12 07:14:25
4.974033333333333,0.0,0.0,516048758.2857143,2022-12-12 07:14:26
4.976783333333335,0.0,0.0,516194161.35714287,2022-12-12 07:14:27
4.983319444444439,0.0,0.0,517912773.1666667,2022-12-12 07:14:28
4.984233333333335,0.0,0.0,516131344.5714286,2022-12-12 07:14:29
4.9901833333333325,0.0,0.0,505586680.3333333,2022-12-12 07:14:30
4.993315384615384,0.0,0.0,507591667.9230769,2022-12-12 07:14:31
4.998,0.0,0.0,496301685.2307692,2022-12-12 07:14:32
4.99992051282051,0.0,0.0,507839406.0,2022-12-12 07:14:33
4.999033333333335,0.0,0.0,516639457.7142857,2022-12-12 07:14:34
5.001649999999998,0.0,0.0,516296707.14285713,2022-12-12 07:14:35
4.999453846153849,0.0,0.0,518896624.9230769,2022-12-12 07:14:36
4.999902564102566,0.0,0.0,480429289.61538464,2022-12-12 07:14:37
5.001166666666668,0.0,0.0,516266331.14285713,2022-12-12 07:14:38
4.997433333333333,0.0,0.0,516151985.5,2022-12-12 07:14:39
5.00288333333333,0.0,0.0,516164839.9285714,2022-12-12 07:14:40
4.9975666666666685,0.0,0.0,516398909.7142857,2022-12-12 07:14:41
5.000354545454545,0.0,0.0,566909995.8181819,2022-12-12 07:14:42
5.000243589743589,0.0,0.0,480692615.61538464,2022-12-12 07:14:43
4.999453846153849,0.0,0.0,519035603.0,2022-12-12 07:14:44
5.000512820512818,0.0,0.0,554132586.7692307,2022-12-12 07:14:45
4.999866666666668,0.0,0.0,516611219.35714287,2022-12-12 07:14:46
5.000549999999999,0.0,0.0,516814984.2142857,2022-12-12 07:14:47
4.999516666666669,0.0,0.0,516838029.5714286,2022-12-12 07:14:48
5.000387179487178,0.0,0.0,480906476.7692308,2022-12-12 07:14:49
4.998949999999999,0.0,0.0,516308847.5714286,2022-12-12 07:14:50
5.000250000000003,0.0,0.0,516175145.14285713,2022-12-12 07:14:51
5.000411111111105,0.0,0.0,563836901.3333334,2022-12-12 07:14:52
4.999956410256411,0.0,0.0,492327479.1538461,2022-12-12 07:14:53
5.000933333333333,0.0,0.0,516247434.0,2022-12-12 07:14:54
4.999346153846153,0.0,0.0,507557545.9230769,2022-12-12 07:14:55
4.999382051282053,0.0,0.0,515666845.9230769,2022-12-12 07:14:56
5.001833333333336,0.0,0.0,516653200.64285713,2022-12-12 07:14:57
4.998266666666666,0.0,0.0,516899433.64285713,2022-12-12 07:14:58
5.002063888888888,0.0,0.0,506442352.0833333,2022-12-12 07:14:59
4.999615384615383,0.0,0.0,554525249.8461539,2022-12-12 07:15:00
4.999283333333333,0.0,0.0,517328104.14285713,2022-12-12 07:15:01
5.000692307692311,0.0,0.0,531935057.3076923,2022-12-12 07:15:02
4.998499999999997,0.0,0.0,516847163.64285713,2022-12-12 07:15:03
5.000838888888896,0.0,0.0,526673513.5,2022-12-12 07:15:04
4.999597435897432,0.0,0.0,554307533.8461539,2022-12-12 07:15:05
5.000458974358974,0.0,0.0,515369112.1538461,2022-12-12 07:15:06
4.999741025641025,0.0,0.0,507792345.6923077,2022-12-12 07:15:07
4.999366666666667,0.0,0.0,516502478.14285713,2022-12-12 07:15:08
5.001679487179487,0.0,0.0,546154708.5384616,2022-12-12 07:15:09
4.999184615384615,0.0,0.0,496319430.1538461,2022-12-12 07:15:10
5.000702777777775,0.0,0.0,493556987.75,2022-12-12 07:15:11
4.999346153846158,0.0,0.0,515804151.3076923,2022-12-12 07:15:12
5.0012846153846136,0.0,0.0,546401515.7692307,2022-12-12 07:15:13
4.997616666666668,0.0,0.0,516906697.0,2022-12-12 07:15:14
5.001899999999997,0.0,0.0,517153743.9285714,2022-12-12 07:15:15
4.998574358974368,0.0,0.0,519562070.38461536,2022-12-12 07:15:16
5.000449999999995,0.0,0.0,516685479.85714287,2022-12-12 07:15:17
5.001464102564102,0.0,0.0,484755929.84615386,2022-12-12 07:15:18
4.997611111111111,0.0,0.0,518583908.25,2022-12-12 07:15:19
5.002648717948717,0.0,0.0,546423610.2307693,2022-12-12 07:15:20
4.998933333333335,0.0,0.0,516793106.7142857,2022-12-12 07:15:21
5.0,0.0,0.0,516808683.85714287,2022-12-12 07:15:22
5.000835897435896,0.0,0.0,535066320.9230769,2022-12-12 07:15:23
4.999816666666666,0.0,0.0,516673226.0714286,2022-12-12 07:15:24
5.000476923076925,0.0,0.0,523466969.84615386,2022-12-12 07:15:25
4.99841282051282,0.0,0.0,523674074.7692308,2022-12-12 07:15:26
5.001249999999999,0.0,0.0,517220020.0,2022-12-12 07:15:27
4.998592307692312,0.0,0.0,496903863.4615384,2022-12-12 07:15:28
5.000883333333333,0.0,0.0,517819692.2857143,2022-12-12 07:15:29
5.000313888888889,0.0,0.0,485618655.9166667,2022-12-12 07:15:30
4.999749999999999,0.0,0.0,516732165.0,2022-12-12 07:15:31
4.999900000000001,0.0,0.0,516675253.35714287,2022-12-12 07:15:32
5.000799999999999,0.0,0.0,542482966.7692307,2022-12-12 07:15:33
5.0000461538461565,0.0,0.0,554126010.7692307,2022-12-12 07:15:34
4.999302777777773,0.0,0.0,468569616.0833333,2022-12-12 07:15:35
5.002166666666668,0.0,0.0,516885400.2142857,2022-12-12 07:15:36
4.996533333333337,0.0,0.0,517018371.85714287,2022-12-12 07:15:37
4.98978333333333,0.0,0.0,516773895.5,2022-12-12 07:15:38
4.937733333333332,0.0,0.0,517025380.85714287,2022-12-12 07:15:39
4.905700000000005,0.0,0.0,517050411.14285713,2022-12-12 07:15:40
4.86653333333333,0.0,0.0,517333727.64285713,2022-12-12 07:15:41
4.8235,0.0,0.0,517009390.7142857,2022-12-12 07:15:42
4.790533333333334,0.0,0.0,517215845.5,2022-12-12 07:15:43
4.7453,0.0,0.0,517181133.7142857,2022-12-12 07:15:44
4.711216666666667,0.0,0.0,516724497.2857143,2022-12-12 07:15:45
4.669733333333333,0.0,0.0,516678055.2142857,2022-12-12 07:15:46
4.631733333333335,0.0,0.0,516756799.4285714,2022-12-12 07:15:47
4.591383333333331,0.0,0.0,516823201.2142857,2022-12-12 07:15:48
4.554833333333335,0.0,0.0,516579426.5,2022-12-12 07:15:49
4.512016666666668,0.0,0.0,516557721.7857143,2022-12-12 07:15:50
4.477350000000001,0.0,0.0,516550670.5,2022-12-12 07:15:51
4.433566666666668,0.0,0.0,516730513.0714286,2022-12-12 07:15:52
4.39973333333333,0.0,0.0,516730797.35714287,2022-12-12 07:15:53
4.356683333333332,0.0,0.0,516807536.7142857,2022-12-12 07:15:54
4.31995,0.0,0.0,517093103.35714287,2022-12-12 07:15:55
4.28145,0.0,0.0,517614867.2142857,2022-12-12 07:15:56
4.239083333333333,0.0,0.0,517075769.2142857,2022-12-12 07:15:57
4.204533333333333,0.0,0.0,516611732.2857143,2022-12-12 07:15:58
4.162883333333333,0.0,0.0,516633341.14285713,2022-12-12 07:15:59
4.122533333333331,0.0,0.0,516527634.5714286,2022-12-12 07:16:00
4.088916666666667,0.0,0.0,516487475.7857143,2022-12-12 07:16:01
4.041983333333334,0.0,0.0,516572902.5,2022-12-12 07:16:02
4.009707692307692,0.0,0.0,546176767.2307693,2022-12-12 07:16:03
3.9654000000000025,0.0,0.0,516509767.7857143,2022-12-12 07:16:04
3.929849999999997,0.0,0.0,516617514.0,2022-12-12 07:16:05
3.890783333333332,0.0,0.0,516589481.0714286,2022-12-12 07:16:06
3.850866666666671,0.0,0.0,516656386.7142857,2022-12-12 07:16:07
3.813416666666664,0.0,0.0,516896319.9285714,2022-12-12 07:16:08
3.772916666666668,0.0,0.0,517104302.2857143,2022-12-12 07:16:09
3.7335166666666666,0.0,0.0,517252135.2857143,2022-12-12 07:16:10
3.695666666666667,0.0,0.0,517434044.5,2022-12-12 07:16:11
3.6571,0.0,0.0,516785405.0,2022-12-12 07:16:12
3.616050000000001,0.0,0.0,516589427.14285713,2022-12-12 07:16:13
3.579416666666664,0.0,0.0,516651336.64285713,2022-12-12 07:16:14
3.539033333333336,0.0,0.0,516703480.2857143,2022-12-12 07:16:15
3.500433333333333,0.0,0.0,516623667.14285713,2022-12-12 07:16:16
3.4620500000000005,0.0,0.0,516635676.0714286,2022-12-12 07:16:17
3.4213666666666662,0.0,0.0,516663716.7142857,2022-12-12 07:16:18
3.384133333333333,0.0,0.0,516820767.9285714,2022-12-12 07:16:19
3.367799999999998,0.0,0.0,516939538.0714286,2022-12-12 07:16:20
3.0437666666666656,0.0,0.0,516893244.7857143,2022-12-12 07:16:21
2.0726333333333384,0.0,0.0,517142168.7142857,2022-12-12 07:16:22
1.221066666666663,0.0,0.0,517448950.2142857,2022-12-12 07:16:23
0.551716666666664,0.0,0.0,517283609.85714287,2022-12-12 07:16:24
0.0872833333333365,0.0,0.0,517502737.2857143,2022-12-12 07:16:25
-3.33333333249636e-05,0.0,0.0,388080709.7142857,2022-12-12 07:16:26
-2.121212121885423e-05,0.0,0.0,503809337.45454544,2022-12-12 07:16:27
0.0001633333333321,0.0,0.0,560983414.6,2022-12-12 07:16:28
0.0243333333333357,0.0,0.0,516733317.4285714,2022-12-12 07:16:29
0.2122833333333365,0.0,0.0,516795540.7142857,2022-12-12 07:16:30
0.2369333333333258,0.0,0.0,516727562.64285713,2022-12-12 07:16:31
0.3789666666666751,0.0,0.0,516807007.0,2022-12-12 07:16:32
0.4597333333333324,0.0,0.0,517299883.0714286,2022-12-12 07:16:33
0.5420166666666641,0.0,0.0,516889561.64285713,2022-12-12 07:16:34
0.66505384615384,0.0,0.0,492786793.84615386,2022-12-12 07:16:35
0.7336333333333396,0.0,0.0,517118090.35714287,2022-12-12 07:16:36
0.8456666666666688,0.0,0.0,517261106.2857143,2022-12-12 07:16:37
0.940799999999996,0.0,0.0,517535040.14285713,2022-12-12 07:16:38
1.0235999999999972,0.0,0.0,517117290.4285714,2022-12-12 07:16:39
1.1368333333333376,0.0,0.0,516851530.35714287,2022-12-12 07:16:40
1.2201833333333334,0.0,0.0,516705093.0714286,2022-12-12 07:16:41
1.319433333333336,0.0,0.0,516792548.85714287,2022-12-12 07:16:42
1.4162999999999974,0.0,0.0,516758903.35714287,2022-12-12 07:16:43
1.510249999999998,0.0,0.0,516678133.5714286,2022-12-12 07:16:44
1.6059499999999998,0.0,0.0,516828199.7857143,2022-12-12 07:16:45
1.7040000000000002,0.0,0.0,516991002.2857143,2022-12-12 07:16:46
1.7958333333333338,0.0,0.0,516983673.2857143,2022-12-12 07:16:47
1.8950999999999996,0.0,0.0,516988849.35714287,2022-12-12 07:16:48
1.9903666666666664,0.0,0.0,517008023.2142857,2022-12-12 07:16:49
2.082783333333334,0.0,0.0,517297682.0714286,2022-12-12 07:16:50
2.182683333333332,0.0,0.0,517457216.7142857,2022-12-12 07:16:51
2.2744,0.0,0.0,517397883.7857143,2022-12-12 07:16:52
2.3705000000000025,0.0,0.0,517363982.5,2022-12-12 07:16:53
2.467949999999999,0.0,0.0,516846450.35714287,2022-12-12 07:16:54
2.5595666666666643,0.0,0.0,516878083.5714286,2022-12-12 07:16:55
2.6564000000000005,0.0,0.0,516977984.35714287,2022-12-12 07:16:56
2.7542500000000034,0.0,0.0,516805512.5714286,2022-12-12 07:16:57
2.8449666666666644,0.0,0.0,516805845.4285714,2022-12-12 07:16:58
2.944916666666667,0.0,0.0,516782451.2142857,2022-12-12 07:16:59
3.037816666666667,0.0,0.0,516975374.5,2022-12-12 07:17:00
3.131649999999998,0.0,0.0,517031492.5714286,2022-12-12 07:17:01
3.230850000000004,0.0,0.0,517123715.0,2022-12-12 07:17:02
3.323499999999996,0.0,0.0,517367217.0,2022-12-12 07:17:03
3.4025666666666723,0.0,0.0,517189713.85714287,2022-12-12 07:17:04
3.4317166666666594,0.0,0.0,517678808.85714287,2022-12-12 07:17:05
3.475200000000001,0.0,0.0,517599554.7142857,2022-12-12 07:17:06
3.51731666666667,0.0,0.0,517442248.35714287,2022-12-12 07:17:07
3.5475820512820517,0.0,0.0,523546134.5384616,2022-12-12 07:17:08
3.597633333333333,0.0,0.0,516950637.5,2022-12-12 07:17:09
3.627883333333334,0.0,0.0,516911946.5,2022-12-12 07:17:10
3.669433333333333,0.0,0.0,516976586.7142857,2022-12-12 07:17:11
3.7116500000000014,0.0,0.0,516932902.35714287,2022-12-12 07:17:12
3.7440166666666648,0.0,0.0,516892855.0,2022-12-12 07:17:13
3.790233333333333,0.0,0.0,517051626.0714286,2022-12-12 07:17:14
3.825400000000002,0.0,0.0,517066180.7857143,2022-12-12 07:17:15
3.862883333333333,0.0,0.0,517143663.0714286,2022-12-12 07:17:16
3.9073499999999983,0.0,0.0,517501835.0,2022-12-12 07:17:17
