torque,error,status,nano,time
42.2,0.0,0.0,441851195.0,2022-12-17 04:38:08
43.35,0.0,0.0,442367895.5,2022-12-17 04:38:09
43.55,0.0,0.0,441979403.0,2022-12-17 04:38:10
41.55,0.0,0.0,442546977.5,2022-12-17 04:38:11
45.2,0.0,0.0,442839792.5,2022-12-17 04:38:12
41.65,0.0,0.0,441561326.0,2022-12-17 04:38:13
43.900000000000006,0.0,0.0,441644647.0,2022-12-17 04:38:14
43.5,0.0,0.0,441542944.0,2022-12-17 04:38:15
41.65,0.0,0.0,441567913.0,2022-12-17 04:38:16
43.75,0.0,0.0,441662934.0,2022-12-17 04:38:17
41.4,0.0,0.0,441608403.0,2022-12-17 04:38:18
43.05,0.0,0.0,441681362.5,2022-12-17 04:38:19
42.9,0.0,0.0,441846676.5,2022-12-17 04:38:20
41.900000000000006,0.0,0.0,441760607.5,2022-12-17 04:38:21
42.400000000000006,0.0,0.0,441955005.5,2022-12-17 04:38:22
42.6,0.0,0.0,442985820.5,2022-12-17 04:38:23
42.0,0.0,0.0,442151275.0,2022-12-17 04:38:24
43.3,0.0,0.0,442097470.0,2022-12-17 04:38:25
42.95,0.0,0.0,442383270.0,2022-12-17 04:38:26
42.05,0.0,0.0,441651094.5,2022-12-17 04:38:27
43.05,0.0,0.0,441601839.5,2022-12-17 04:38:28
41.35,0.0,0.0,441672064.0,2022-12-17 04:38:29
42.85,0.0,0.0,441614075.0,2022-12-17 04:38:30
41.5,0.0,0.0,441647154.0,2022-12-17 04:38:31
43.2,0.0,0.0,691689022.0,2022-12-17 04:38:32
42.95,0.0,0.0,441718839.5,2022-12-17 04:38:33
41.1,0.0,0.0,441816640.5,2022-12-17 04:38:34
43.1,0.0,0.0,441901304.5,2022-12-17 04:38:35
40.95,0.0,0.0,442444525.5,2022-12-17 04:38:36
42.4,0.0,0.0,443030636.5,2022-12-17 04:38:37
42.6,0.0,0.0,442081124.5,2022-12-17 04:38:38
41.45,0.0,0.0,442175012.5,2022-12-17 04:38:39
43.150000000000006,0.0,0.0,442244662.5,2022-12-17 04:38:40
41.7,0.0,0.0,441637536.0,2022-12-17 04:38:41
42.6,0.0,0.0,441749475.5,2022-12-17 04:38:42
43.1,0.0,0.0,441746879.0,2022-12-17 04:38:43
41.95,0.0,0.0,441722373.5,2022-12-17 04:38:44
42.05,0.0,0.0,441768210.5,2022-12-17 04:38:45
42.8,0.0,0.0,441789337.5,2022-12-17 04:38:46
41.45,0.0,0.0,441815362.0,2022-12-17 04:38:47
43.1,0.0,0.0,441885035.0,2022-12-17 04:38:48
42.05,0.0,0.0,441995595.0,2022-12-17 04:38:49
41.55,0.0,0.0,442582216.5,2022-12-17 04:38:50
43.4,0.0,0.0,443194663.0,2022-12-17 04:38:51
41.05,0.0,0.0,442308218.0,2022-12-17 04:38:52
43.4,0.0,0.0,442997567.0,2022-12-17 04:38:53
41.35,0.0,0.0,441897132.0,2022-12-17 04:38:54
42.0,0.0,0.0,441760834.0,2022-12-17 04:38:55
44.05,0.0,0.0,441889145.0,2022-12-17 04:38:56
41.35,0.0,0.0,441842580.5,2022-12-17 04:38:57
44.2,0.0,0.0,441837284.0,2022-12-17 04:38:58
41.4,0.0,0.0,441859192.0,2022-12-17 04:38:59
42.2,0.0,0.0,441914826.0,2022-12-17 04:39:00
43.3,0.0,0.0,442055213.5,2022-12-17 04:39:01
41.3,0.0,0.0,442047431.5,2022-12-17 04:39:02
43.45,0.0,0.0,442124109.5,2022-12-17 04:39:03
41.650000000000006,0.0,0.0,442226207.5,2022-12-17 04:39:04
42.1,0.0,0.0,442865010.5,2022-12-17 04:39:05
43.8,0.0,0.0,442357632.5,2022-12-17 04:39:06
43.1,0.0,0.0,442206823.5,2022-12-17 04:39:07
42.55,0.0,0.0,442021587.0,2022-12-17 04:39:08
43.6,0.0,0.0,441889789.0,2022-12-17 04:39:09
41.0,0.0,0.0,442047507.5,2022-12-17 04:39:10
43.4,0.0,0.0,441955530.5,2022-12-17 04:39:11
41.5,0.0,0.0,441930382.0,2022-12-17 04:39:12
41.1,0.0,0.0,442027395.5,2022-12-17 04:39:13
44.650000000000006,0.0,0.0,442069125.5,2022-12-17 04:39:14
39.75,0.0,0.0,442101264.0,2022-12-17 04:39:15
43.6,0.0,0.0,442239832.0,2022-12-17 04:39:16
41.5,0.0,0.0,442241519.5,2022-12-17 04:39:17
40.55,0.0,0.0,442908273.0,2022-12-17 04:39:18
44.55,0.0,0.0,443008071.0,2022-12-17 04:39:19
40.1,0.0,0.0,442575552.5,2022-12-17 04:39:20
43.150000000000006,0.0,0.0,442997144.5,2022-12-17 04:39:21
42.0,0.0,0.0,442121412.5,2022-12-17 04:39:22
40.95,0.0,0.0,442006955.0,2022-12-17 04:39:23
43.75,0.0,0.0,442119277.0,2022-12-17 04:39:24
41.1,0.0,0.0,442145742.5,2022-12-17 04:39:25
42.25,0.0,0.0,442049091.5,2022-12-17 04:39:26
42.85,0.0,0.0,442038535.0,2022-12-17 04:39:27
41.95,0.0,0.0,442126100.5,2022-12-17 04:39:28
43.45,0.0,0.0,442284851.0,2022-12-17 04:39:29
42.85,0.0,0.0,442367604.5,2022-12-17 04:39:30
41.5,0.0,0.0,442426875.5,2022-12-17 04:39:31
43.2,0.0,0.0,442903447.5,2022-12-17 04:39:32
41.1,0.0,0.0,442976974.5,2022-12-17 04:39:33
42.4,0.0,0.0,442675784.5,2022-12-17 04:39:34
42.25,0.0,0.0,442048510.0,2022-12-17 04:39:35
40.45,0.0,0.0,442108618.5,2022-12-17 04:39:36
44.1,0.0,0.0,442161211.0,2022-12-17 04:39:37
41.85,0.0,0.0,442187345.0,2022-12-17 04:39:38
42.75,0.0,0.0,442223171.0,2022-12-17 04:39:39
44.6,0.0,0.0,442260974.0,2022-12-17 04:39:40
41.6,0.0,0.0,442252005.0,2022-12-17 04:39:41
44.6,0.0,0.0,442368134.5,2022-12-17 04:39:42
42.35,0.0,0.0,442302497.0,2022-12-17 04:39:43
42.9,0.0,0.0,442429367.0,2022-12-17 04:39:44
44.150000000000006,0.0,0.0,442511136.5,2022-12-17 04:39:45
42.65,0.0,0.0,442626735.5,2022-12-17 04:39:46
43.45,0.0,0.0,443095304.5,2022-12-17 04:39:47
42.95,0.0,0.0,443051165.5,2022-12-17 04:39:48
41.9,0.0,0.0,442214567.5,2022-12-17 04:39:49
43.6,0.0,0.0,442279630.0,2022-12-17 04:39:50
42.75,0.0,0.0,442273177.0,2022-12-17 04:39:51
41.7,0.0,0.0,442203572.0,2022-12-17 04:39:52
43.25,0.0,0.0,442269442.5,2022-12-17 04:39:53
40.65,0.0,0.0,442334856.5,2022-12-17 04:39:54
43.2,0.0,0.0,442346382.5,2022-12-17 04:39:55
42.2,0.0,0.0,442361863.5,2022-12-17 04:39:56
41.1,0.0,0.0,442466658.0,2022-12-17 04:39:57
43.5,0.0,0.0,442502620.0,2022-12-17 04:39:58
40.4,0.0,0.0,442642973.5,2022-12-17 04:39:59
43.25,0.0,0.0,442739620.0,2022-12-17 04:40:00
42.3,0.0,0.0,443357856.5,2022-12-17 04:40:01
40.95,0.0,0.0,442618874.5,2022-12-17 04:40:02
43.3,0.0,0.0,442284871.5,2022-12-17 04:40:03
40.65,0.0,0.0,442243327.0,2022-12-17 04:40:04
43.05,0.0,0.0,442345301.0,2022-12-17 04:40:05
41.6,0.0,0.0,442371378.5,2022-12-17 04:40:06
42.55,0.0,0.0,442264646.0,2022-12-17 04:40:07
43.4,0.0,0.0,442398281.0,2022-12-17 04:40:08
42.4,0.0,0.0,442457897.5,2022-12-17 04:40:09
43.85,0.0,0.0,442521960.5,2022-12-17 04:40:10
42.55,0.0,0.0,442565524.0,2022-12-17 04:40:11
42.45,0.0,0.0,442709158.5,2022-12-17 04:40:12
43.150000000000006,0.0,0.0,442758520.5,2022-12-17 04:40:13
42.9,0.0,0.0,442735536.5,2022-12-17 04:40:14
41.5,0.0,0.0,443396199.0,2022-12-17 04:40:15
42.9,0.0,0.0,442848372.5,2022-12-17 04:40:16
41.55,0.0,0.0,442418025.0,2022-12-17 04:40:17
42.5,0.0,0.0,692409225.0,2022-12-17 04:40:18
42.15,0.0,0.0,442397328.0,2022-12-17 04:40:19
40.85,0.0,0.0,442370516.0,2022-12-17 04:40:20
42.75,0.0,0.0,442474893.0,2022-12-17 04:40:21
40.85,0.0,0.0,442343968.5,2022-12-17 04:40:22
42.65,0.0,0.0,442538344.5,2022-12-17 04:40:23
41.5,0.0,0.0,442711259.5,2022-12-17 04:40:24
43.8,0.0,0.0,692731205.0,2022-12-17 04:40:25
42.8,0.0,0.0,442817108.0,2022-12-17 04:40:26
41.1,0.0,0.0,443408365.0,2022-12-17 04:40:27
43.4,0.0,0.0,442971537.5,2022-12-17 04:40:28
41.65,0.0,0.0,443551896.5,2022-12-17 04:40:29
42.6,0.0,0.0,442359721.5,2022-12-17 04:40:30
43.05,0.0,0.0,442499830.5,2022-12-17 04:40:31
41.85,0.0,0.0,442464123.0,2022-12-17 04:40:32
42.9,0.0,0.0,442508780.0,2022-12-17 04:40:33
43.150000000000006,0.0,0.0,442531121.0,2022-12-17 04:40:34
41.650000000000006,0.0,0.0,442492517.5,2022-12-17 04:40:35
42.6,0.0,0.0,442547839.5,2022-12-17 04:40:36
42.0,0.0,0.0,442661179.5,2022-12-17 04:40:37
41.4,0.0,0.0,442685249.5,2022-12-17 04:40:38
42.65,0.0,0.0,442832466.0,2022-12-17 04:40:39
40.900000000000006,0.0,0.0,443311980.5,2022-12-17 04:40:40
42.45,0.0,0.0,443514716.0,2022-12-17 04:40:41
42.0,0.0,0.0,442954604.5,2022-12-17 04:40:42
41.45,0.0,0.0,443470706.0,2022-12-17 04:40:43
43.45,0.0,0.0,442582265.0,2022-12-17 04:40:44
40.6,0.0,0.0,442665304.0,2022-12-17 04:40:45
42.9,0.0,0.0,442597336.5,2022-12-17 04:40:46
40.4,0.0,0.0,692677321.0,2022-12-17 04:40:47
41.55,0.0,0.0,442585407.5,2022-12-17 04:40:48
43.5,0.0,0.0,442620667.5,2022-12-17 04:40:49
40.5,0.0,0.0,442653251.5,2022-12-17 04:40:50
43.2,0.0,0.0,442888847.0,2022-12-17 04:40:51
42.150000000000006,0.0,0.0,442912291.0,2022-12-17 04:40:52
41.650000000000006,0.0,0.0,442915259.5,2022-12-17 04:40:53
43.25,0.0,0.0,443585165.5,2022-12-17 04:40:54
41.45,0.0,0.0,443573898.0,2022-12-17 04:40:55
42.85,0.0,0.0,443093223.0,2022-12-17 04:40:56
42.35,0.0,0.0,443174211.5,2022-12-17 04:40:57
41.35,0.0,0.0,442778667.0,2022-12-17 04:40:58
42.8,0.0,0.0,442689399.5,2022-12-17 04:40:59
42.05,0.0,0.0,442822872.0,2022-12-17 04:41:00
41.55,0.0,0.0,442810756.0,2022-12-17 04:41:01
43.2,0.0,0.0,442784236.0,2022-12-17 04:41:02
40.9,0.0,0.0,442873804.5,2022-12-17 04:41:03
42.9,0.0,0.0,442910978.5,2022-12-17 04:41:04
42.35,0.0,0.0,443012560.0,2022-12-17 04:41:05
40.7,0.0,0.0,443040589.5,2022-12-17 04:41:06
43.95,0.0,0.0,443065907.0,2022-12-17 04:41:07
40.8,0.0,0.0,443250354.5,2022-12-17 04:41:08
43.0,0.0,0.0,443681460.0,2022-12-17 04:41:09
43.2,0.0,0.0,443300826.0,2022-12-17 04:41:10
41.0,0.0,0.0,442714510.5,2022-12-17 04:41:11
44.0,0.0,0.0,192843789.0,2022-12-17 04:41:12
41.6,0.0,0.0,442865504.5,2022-12-17 04:41:13
42.95,0.0,0.0,442776365.0,2022-12-17 04:41:14
43.150000000000006,0.0,0.0,442855725.5,2022-12-17 04:41:15
40.85,0.0,0.0,442895916.5,2022-12-17 04:41:16
44.25,0.0,0.0,443029011.5,2022-12-17 04:41:17
41.95,0.0,0.0,443135922.5,2022-12-17 04:41:18
42.1,0.0,0.0,443217266.0,2022-12-17 04:41:19
43.7,0.0,0.0,443251819.5,2022-12-17 04:41:20
41.55,0.0,0.0,443262401.5,2022-12-17 04:41:21
43.85,0.0,0.0,444269207.5,2022-12-17 04:41:22
43.150000000000006,0.0,0.0,443969055.0,2022-12-17 04:41:23
41.95,0.0,0.0,443809635.0,2022-12-17 04:41:24
44.55,0.0,0.0,443364947.0,2022-12-17 04:41:25
43.150000000000006,0.0,0.0,443306086.5,2022-12-17 04:41:26
43.0,0.0,0.0,442933070.0,2022-12-17 04:41:27
44.75,0.0,0.0,443069433.0,2022-12-17 04:41:28
42.400000000000006,0.0,0.0,443055972.0,2022-12-17 04:41:29
44.0,0.0,0.0,193009975.0,2022-12-17 04:41:30
43.75,0.0,0.0,443151032.0,2022-12-17 04:41:31
42.55,0.0,0.0,443244109.0,2022-12-17 04:41:32
43.85,0.0,0.0,443229076.5,2022-12-17 04:41:33
41.65,0.0,0.0,443330415.0,2022-12-17 04:41:34
42.900000000000006,0.0,0.0,443550833.0,2022-12-17 04:41:35
42.05,0.0,0.0,443929594.5,2022-12-17 04:41:36
42.1,0.0,0.0,444213302.5,2022-12-17 04:41:37
42.65,0.0,0.0,443185566.5,2022-12-17 04:41:38
41.75,0.0,0.0,443131459.5,2022-12-17 04:41:39
42.8,0.0,0.0,443001494.0,2022-12-17 04:41:40
40.85,0.0,0.0,443011161.0,2022-12-17 04:41:41
42.3,0.0,0.0,443198063.0,2022-12-17 04:41:42
42.75,0.0,0.0,443141929.5,2022-12-17 04:41:43
42.55,0.0,0.0,443121003.0,2022-12-17 04:41:44
42.55,0.0,0.0,443138209.5,2022-12-17 04:41:45
42.3,0.0,0.0,443339697.5,2022-12-17 04:41:46
42.15,0.0,0.0,443342185.5,2022-12-17 04:41:47
43.3,0.0,0.0,443435389.5,2022-12-17 04:41:48
42.75,0.0,0.0,443318887.5,2022-12-17 04:41:49
41.400000000000006,0.0,0.0,443469228.0,2022-12-17 04:41:50
43.15,0.0,0.0,444079516.5,2022-12-17 04:41:51
41.400000000000006,0.0,0.0,443234902.5,2022-12-17 04:41:52
43.05,0.0,0.0,443142781.5,2022-12-17 04:41:53
42.75,0.0,0.0,443103918.0,2022-12-17 04:41:54
41.0,0.0,0.0,443114113.0,2022-12-17 04:41:55
43.9,0.0,0.0,193373727.0,2022-12-17 04:41:56
40.5,0.0,0.0,443128671.0,2022-12-17 04:41:57
43.5,0.0,0.0,443044290.5,2022-12-17 04:41:58
42.400000000000006,0.0,0.0,443112867.0,2022-12-17 04:41:59
41.7,0.0,0.0,443218104.0,2022-12-17 04:42:00
43.9,0.0,0.0,443223012.0,2022-12-17 04:42:01
41.05,0.0,0.0,443830577.5,2022-12-17 04:42:02
43.35,0.0,0.0,443361661.5,2022-12-17 04:42:03
42.55,0.0,0.0,443517483.0,2022-12-17 04:42:04
41.35,0.0,0.0,444727738.0,2022-12-17 04:42:05
43.95,0.0,0.0,443050375.5,2022-12-17 04:42:06
40.75,0.0,0.0,443015302.0,2022-12-17 04:42:07
42.5,0.0,0.0,443055708.0,2022-12-17 04:42:08
41.95,0.0,0.0,443000021.5,2022-12-17 04:42:09
43.1,0.0,0.0,443130286.0,2022-12-17 04:42:11
41.8,0.0,0.0,443152975.0,2022-12-17 04:42:12
41.85,0.0,0.0,443170644.0,2022-12-17 04:42:13
43.25,0.0,0.0,443352307.0,2022-12-17 04:42:14
40.95,0.0,0.0,443310561.0,2022-12-17 04:42:15
43.0,0.0,0.0,443935974.5,2022-12-17 04:42:16
43.0,0.0,0.0,693528003.0,2022-12-17 04:42:17
40.75,0.0,0.0,443609415.5,2022-12-17 04:42:18
43.85,0.0,0.0,443317873.5,2022-12-17 04:42:19
40.6,0.0,0.0,443117152.5,2022-12-17 04:42:20
42.15,0.0,0.0,443152487.5,2022-12-17 04:42:21
43.1,0.0,0.0,443092485.5,2022-12-17 04:42:22
40.150000000000006,0.0,0.0,443077804.5,2022-12-17 04:42:23
44.2,0.0,0.0,443260317.0,2022-12-17 04:42:24
41.05,0.0,0.0,443188248.5,2022-12-17 04:42:25
42.85,0.0,0.0,443215799.0,2022-12-17 04:42:26
43.150000000000006,0.0,0.0,443314061.5,2022-12-17 04:42:27
41.75,0.0,0.0,443413189.5,2022-12-17 04:42:28
44.25,0.0,0.0,443427337.0,2022-12-17 04:42:29
42.5,0.0,0.0,443568447.0,2022-12-17 04:42:30
43.45,0.0,0.0,443593783.0,2022-12-17 04:42:31
43.25,0.0,0.0,443704945.5,2022-12-17 04:42:32
42.2,0.0,0.0,443758354.0,2022-12-17 04:42:33
43.0,0.0,0.0,693251601.0,2022-12-17 04:42:34
42.6,0.0,0.0,443262399.0,2022-12-17 04:42:35
42.35,0.0,0.0,443275914.5,2022-12-17 04:42:36
43.7,0.0,0.0,443368108.0,2022-12-17 04:42:37
42.05,0.0,0.0,443164356.0,2022-12-17 04:42:38
43.35,0.0,0.0,443345142.0,2022-12-17 04:42:39
44.25,0.0,0.0,443366721.5,2022-12-17 04:42:40
41.8,0.0,0.0,443492014.5,2022-12-17 04:42:41
44.45,0.0,0.0,443553492.5,2022-12-17 04:42:42
41.6,0.0,0.0,443612043.0,2022-12-17 04:42:43
42.25,0.0,0.0,444183841.5,2022-12-17 04:42:44
43.05,0.0,0.0,443749913.0,2022-12-17 04:42:45
41.150000000000006,0.0,0.0,443905514.5,2022-12-17 04:42:46
43.95,0.0,0.0,443304873.5,2022-12-17 04:42:47
40.85,0.0,0.0,443260851.0,2022-12-17 04:42:48
42.55,0.0,0.0,443350992.0,2022-12-17 04:42:49
42.650000000000006,0.0,0.0,443299866.0,2022-12-17 04:42:50
41.55,0.0,0.0,443451763.0,2022-12-17 04:42:51
43.75,0.0,0.0,443435021.0,2022-12-17 04:42:52
41.15,0.0,0.0,443367946.5,2022-12-17 04:42:53
43.2,0.0,0.0,443544126.0,2022-12-17 04:42:54
43.150000000000006,0.0,0.0,443571503.0,2022-12-17 04:42:55
42.3,0.0,0.0,443626581.0,2022-12-17 04:42:56
42.35,0.0,0.0,444228554.0,2022-12-17 04:42:57
42.75,0.0,0.0,444842252.0,2022-12-17 04:42:58
43.05,0.0,0.0,444024283.5,2022-12-17 04:42:59
43.6,0.0,0.0,444264679.0,2022-12-17 04:43:00
42.45,0.0,0.0,443513800.5,2022-12-17 04:43:01
41.95,0.0,0.0,443382572.5,2022-12-17 04:43:02
43.35,0.0,0.0,443433679.0,2022-12-17 04:43:03
41.35,0.0,0.0,443441692.0,2022-12-17 04:43:04
43.400000000000006,0.0,0.0,443435570.0,2022-12-17 04:43:05
41.8,0.0,0.0,443442160.5,2022-12-17 04:43:06
42.0,0.0,0.0,443505769.5,2022-12-17 04:43:07
43.75,0.0,0.0,443646404.0,2022-12-17 04:43:08
41.2,0.0,0.0,443712482.5,2022-12-17 04:43:09
43.55,0.0,0.0,443737377.5,2022-12-17 04:43:10
41.25,0.0,0.0,443831058.0,2022-12-17 04:43:11
41.95,0.0,0.0,443953977.5,2022-12-17 04:43:12
43.85,0.0,0.0,443966282.0,2022-12-17 04:43:13
41.150000000000006,0.0,0.0,444597724.5,2022-12-17 04:43:14
44.15,0.0,0.0,443511605.5,2022-12-17 04:43:15
42.2,0.0,0.0,443617864.5,2022-12-17 04:43:16
42.35,0.0,0.0,443572815.5,2022-12-17 04:43:17
43.7,0.0,0.0,443563607.0,2022-12-17 04:43:18
41.2,0.0,0.0,443638560.5,2022-12-17 04:43:19
42.75,0.0,0.0,443576501.0,2022-12-17 04:43:20
42.55,0.0,0.0,443543498.5,2022-12-17 04:43:21
41.2,0.0,0.0,443802931.0,2022-12-17 04:43:22
43.35,0.0,0.0,443734519.5,2022-12-17 04:43:23
41.65,0.0,0.0,443876037.5,2022-12-17 04:43:24
41.75,0.0,0.0,443929677.0,2022-12-17 04:43:25
43.5,0.0,0.0,444513414.0,2022-12-17 04:43:26
40.650000000000006,0.0,0.0,444175881.0,2022-12-17 04:43:27
43.85,0.0,0.0,443702027.0,2022-12-17 04:43:28
41.75,0.0,0.0,443604115.0,2022-12-17 04:43:29
42.15,0.0,0.0,443533024.0,2022-12-17 04:43:30
44.15,0.0,0.0,443727622.5,2022-12-17 04:43:31
40.35,0.0,0.0,443575700.5,2022-12-17 04:43:32
43.6,0.0,0.0,443672263.5,2022-12-17 04:43:33
41.7,0.0,0.0,443621857.0,2022-12-17 04:43:34
42.1,0.0,0.0,443801589.5,2022-12-17 04:43:35
45.2,0.0,0.0,443809827.0,2022-12-17 04:43:36
41.75,0.0,0.0,443936265.5,2022-12-17 04:43:37
44.35,0.0,0.0,444573091.0,2022-12-17 04:43:38
43.650000000000006,0.0,0.0,444062262.5,2022-12-17 04:43:39
42.3,0.0,0.0,444744724.0,2022-12-17 04:43:40
44.55,0.0,0.0,444529504.5,2022-12-17 04:43:41
41.85,0.0,0.0,443736798.0,2022-12-17 04:43:42
42.75,0.0,0.0,443807774.5,2022-12-17 04:43:43
43.6,0.0,0.0,443643111.0,2022-12-17 04:43:44
41.35,0.0,0.0,443767755.0,2022-12-17 04:43:45
44.3,0.0,0.0,443812403.0,2022-12-17 04:43:46
42.55,0.0,0.0,443782028.0,2022-12-17 04:43:47
41.150000000000006,0.0,0.0,443791120.5,2022-12-17 04:43:48
43.35,0.0,0.0,443903258.5,2022-12-17 04:43:49
40.45,0.0,0.0,444008003.5,2022-12-17 04:43:50
42.3,0.0,0.0,444017053.5,2022-12-17 04:43:51
42.7,0.0,0.0,444146660.0,2022-12-17 04:43:52
40.25,0.0,0.0,444193003.5,2022-12-17 04:43:53
44.400000000000006,0.0,0.0,444269456.5,2022-12-17 04:43:54
40.25,0.0,0.0,444719832.5,2022-12-17 04:43:55
41.95,0.0,0.0,443799335.0,2022-12-17 04:43:56
42.75,0.0,0.0,443870311.0,2022-12-17 04:43:57
40.3,0.0,0.0,443764919.5,2022-12-17 04:43:58
43.95,0.0,0.0,443794415.5,2022-12-17 04:43:59
40.85,0.0,0.0,443849648.5,2022-12-17 04:44:00
42.05,0.0,0.0,443866064.5,2022-12-17 04:44:01
42.25,0.0,0.0,443930998.5,2022-12-17 04:44:02
41.150000000000006,0.0,0.0,443966552.0,2022-12-17 04:44:03
42.75,0.0,0.0,444040831.0,2022-12-17 04:44:04
41.85,0.0,0.0,444100031.0,2022-12-17 04:44:05
41.55,0.0,0.0,444772540.5,2022-12-17 04:44:06
42.75,0.0,0.0,444223463.0,2022-12-17 04:44:07
42.1,0.0,0.0,445391215.0,2022-12-17 04:44:08
42.2,0.0,0.0,443870863.5,2022-12-17 04:44:09
42.85,0.0,0.0,443958891.5,2022-12-17 04:44:10
40.6,0.0,0.0,443959788.5,2022-12-17 04:44:11
43.400000000000006,0.0,0.0,443844546.0,2022-12-17 04:44:12
42.150000000000006,0.0,0.0,443898337.0,2022-12-17 04:44:13
41.3,0.0,0.0,443923124.0,2022-12-17 04:44:14
42.95,0.0,0.0,443903645.0,2022-12-17 04:44:15
40.6,0.0,0.0,443911866.5,2022-12-17 04:44:16
43.55,0.0,0.0,444116372.0,2022-12-17 04:44:17
42.35,0.0,0.0,444206524.5,2022-12-17 04:44:18
41.95,0.0,0.0,444672919.0,2022-12-17 04:44:19
43.150000000000006,0.0,0.0,444821484.5,2022-12-17 04:44:20
41.25,0.0,0.0,444487256.5,2022-12-17 04:44:21
42.8,0.0,0.0,444410278.5,2022-12-17 04:44:22
41.65,0.0,0.0,443916840.0,2022-12-17 04:44:23
42.6,0.0,0.0,444026137.0,2022-12-17 04:44:24
43.1,0.0,0.0,443927082.5,2022-12-17 04:44:25
42.15,0.0,0.0,444013549.0,2022-12-17 04:44:26
42.05,0.0,0.0,444053226.5,2022-12-17 04:44:27
41.7,0.0,0.0,693990256.0,2022-12-17 04:44:28
41.75,0.0,0.0,444061077.5,2022-12-17 04:44:29
42.150000000000006,0.0,0.0,444163021.5,2022-12-17 04:44:30
42.25,0.0,0.0,444230403.5,2022-12-17 04:44:31
41.6,0.0,0.0,444238734.5,2022-12-17 04:44:32
43.55,0.0,0.0,444333971.5,2022-12-17 04:44:33
41.95,0.0,0.0,444734784.0,2022-12-17 04:44:34
43.6,0.0,0.0,694557580.0,2022-12-17 04:44:35
42.95,0.0,0.0,444249040.5,2022-12-17 04:44:36
42.05,0.0,0.0,444048894.5,2022-12-17 04:44:37
43.95,0.0,0.0,444067188.0,2022-12-17 04:44:38
41.2,0.0,0.0,444014765.0,2022-12-17 04:44:39
43.9,0.0,0.0,444068930.5,2022-12-17 04:44:40
41.75,0.0,0.0,444126078.0,2022-12-17 04:44:41
42.55,0.0,0.0,444097996.5,2022-12-17 04:44:42
43.95,0.0,0.0,444114576.0,2022-12-17 04:44:43
40.8,0.0,0.0,194156535.0,2022-12-17 04:44:44
43.6,0.0,0.0,444380519.5,2022-12-17 04:44:45
41.7,0.0,0.0,444388198.5,2022-12-17 04:44:46
42.15,0.0,0.0,444442385.5,2022-12-17 04:44:47
42.95,0.0,0.0,445043112.5,2022-12-17 04:44:48
41.55,0.0,0.0,444617620.0,2022-12-17 04:44:49
42.45,0.0,0.0,444417750.5,2022-12-17 04:44:50
41.85,0.0,0.0,444113768.0,2022-12-17 04:44:51
42.150000000000006,0.0,0.0,444202980.5,2022-12-17 04:44:52
42.25,0.0,0.0,444056880.5,2022-12-17 04:44:53
41.75,0.0,0.0,444096082.0,2022-12-17 04:44:54
41.75,0.0,0.0,444155792.5,2022-12-17 04:44:55
43.4,0.0,0.0,694176599.0,2022-12-17 04:44:56
41.45,0.0,0.0,444226822.0,2022-12-17 04:44:57
42.45,0.0,0.0,444407252.0,2022-12-17 04:44:58
41.55,0.0,0.0,444296374.5,2022-12-17 04:44:59
41.45,0.0,0.0,444948767.0,2022-12-17 04:45:00
43.5,0.0,0.0,446074744.5,2022-12-17 04:45:01
40.85,0.0,0.0,444881126.0,2022-12-17 04:45:02
42.75,0.0,0.0,444644894.5,2022-12-17 04:45:03
41.900000000000006,0.0,0.0,444195583.0,2022-12-17 04:45:04
40.85,0.0,0.0,444271783.5,2022-12-17 04:45:05
44.35,0.0,0.0,444202489.5,2022-12-17 04:45:06
41.45,0.0,0.0,444278067.5,2022-12-17 04:45:07
44.05,0.0,0.0,444279507.5,2022-12-17 04:45:08
42.85,0.0,0.0,444441576.5,2022-12-17 04:45:09
41.1,0.0,0.0,694376307.0,2022-12-17 04:45:10
43.4,0.0,0.0,444435985.0,2022-12-17 04:45:11
41.75,0.0,0.0,444552158.5,2022-12-17 04:45:12
42.25,0.0,0.0,444575050.5,2022-12-17 04:45:13
42.1,0.0,0.0,444561843.5,2022-12-17 04:45:14
40.75,0.0,0.0,444653441.0,2022-12-17 04:45:15
44.0,0.0,0.0,444734445.5,2022-12-17 04:45:16
42.2,0.0,0.0,445111194.0,2022-12-17 04:45:17
42.1,0.0,0.0,444571725.0,2022-12-17 04:45:18
43.95,0.0,0.0,444263541.5,2022-12-17 04:45:19
41.3,0.0,0.0,194928631.0,2022-12-17 04:45:20
43.05,0.0,0.0,444420229.5,2022-12-17 04:45:21
43.25,0.0,0.0,444306836.0,2022-12-17 04:45:22
41.05,0.0,0.0,444335485.5,2022-12-17 04:45:23
45.2,0.0,0.0,444335920.5,2022-12-17 04:45:24
40.650000000000006,0.0,0.0,444423094.5,2022-12-17 04:45:25
43.1,0.0,0.0,444569559.0,2022-12-17 04:45:26
42.45,0.0,0.0,444612905.0,2022-12-17 04:45:27
40.95,0.0,0.0,444835537.5,2022-12-17 04:45:28
43.15,0.0,0.0,444734611.5,2022-12-17 04:45:29
41.2,0.0,0.0,444939465.0,2022-12-17 04:45:30
42.3,0.0,0.0,444772127.5,2022-12-17 04:45:31
43.35,0.0,0.0,444509924.0,2022-12-17 04:45:32
41.75,0.0,0.0,444619256.5,2022-12-17 04:45:33
