velocity_calc,status,error,nano,time
14.997984615384611,0.0,0.0,511285696.6923077,2022-12-12 09:46:06
15.000583333333337,0.0,0.0,493785296.5,2022-12-12 09:46:07
15.000216666666669,0.0,0.0,493907136.7142857,2022-12-12 09:46:08
15.000416666666666,0.0,0.0,493859294.64285713,2022-12-12 09:46:09
14.999066666666664,0.0,0.0,494086823.7142857,2022-12-12 09:46:10
15.000716666666667,0.0,0.0,493924275.4285714,2022-12-12 09:46:11
15.000066666666669,0.0,0.0,493910238.7142857,2022-12-12 09:46:12
15.0001,0.0,0.0,494056047.5,2022-12-12 09:46:13
14.999566666666666,0.0,0.0,494364879.5,2022-12-12 09:46:14
14.999833333333338,0.0,0.0,494341558.2857143,2022-12-12 09:46:15
15.000616666666662,0.0,0.0,494382057.2857143,2022-12-12 09:46:16
14.999333333333336,0.0,0.0,494770611.64285713,2022-12-12 09:46:17
14.999899999999997,0.0,0.0,494649366.4285714,2022-12-12 09:46:18
15.000066666666664,0.0,0.0,494048509.7142857,2022-12-12 09:46:19
15.000216666666672,0.0,0.0,493887987.2857143,2022-12-12 09:46:20
15.000166666666669,0.0,0.0,494046742.2142857,2022-12-12 09:46:21
14.999716666666668,0.0,0.0,494017365.35714287,2022-12-12 09:46:22
14.999683333333335,0.0,0.0,494026781.85714287,2022-12-12 09:46:23
14.99988333333333,0.0,0.0,493974857.7142857,2022-12-12 09:46:24
14.999316666666669,0.0,0.0,494042522.4285714,2022-12-12 09:46:25
14.999666666666666,0.0,0.0,494196311.14285713,2022-12-12 09:46:26
14.999866666666668,0.0,0.0,494185531.7857143,2022-12-12 09:46:27
15.000216666666669,0.0,0.0,494164224.5,2022-12-12 09:46:28
14.999966666666667,0.0,0.0,494384507.0714286,2022-12-12 09:46:29
14.999266666666667,0.0,0.0,494450155.4285714,2022-12-12 09:46:30
15.000500000000002,0.0,0.0,494821136.7142857,2022-12-12 09:46:31
15.000033333333333,0.0,0.0,494807526.9285714,2022-12-12 09:46:32
15.000000000000002,0.0,0.0,494142646.5714286,2022-12-12 09:46:33
14.999958974358972,0.0,0.0,469526071.38461536,2022-12-12 09:46:34
15.000366666666665,0.0,0.0,494103772.5714286,2022-12-12 09:46:35
14.99966666666667,0.0,0.0,494106275.7857143,2022-12-12 09:46:36
15.000283333333332,0.0,0.0,494254046.2142857,2022-12-12 09:46:37
14.999650000000004,0.0,0.0,494197941.7142857,2022-12-12 09:46:38
14.99998333333333,0.0,0.0,494109778.0714286,2022-12-12 09:46:39
15.000150000000003,0.0,0.0,494326056.0714286,2022-12-12 09:46:40
14.999633333333334,0.0,0.0,494290908.85714287,2022-12-12 09:46:41
14.999683333333332,0.0,0.0,494351363.9285714,2022-12-12 09:46:42
14.999000000000006,0.0,0.0,494551309.9285714,2022-12-12 09:46:43
15.000966666666663,0.0,0.0,494592814.0,2022-12-12 09:46:44
15.000016666666667,0.0,0.0,494725350.85714287,2022-12-12 09:46:45
14.999466666666663,0.0,0.0,494723860.85714287,2022-12-12 09:46:46
15.000699999999998,0.0,0.0,494525759.0714286,2022-12-12 09:46:47
15.00015,0.0,0.0,494218744.4285714,2022-12-12 09:46:48
14.999983333333333,0.0,0.0,494204262.7857143,2022-12-12 09:46:49
14.998766666666668,0.0,0.0,494330722.4285714,2022-12-12 09:46:50
14.999666666666666,0.0,0.0,494317451.2142857,2022-12-12 09:46:51
14.999883333333337,0.0,0.0,494148702.35714287,2022-12-12 09:46:52
15.000066666666669,0.0,0.0,494390115.0,2022-12-12 09:46:53
14.998416666666667,0.0,0.0,494272290.0714286,2022-12-12 09:46:54
15.000566666666668,0.0,0.0,494420031.5714286,2022-12-12 09:46:55
14.999966666666666,0.0,0.0,494469351.4285714,2022-12-12 09:46:56
15.000716666666667,0.0,0.0,494735165.7142857,2022-12-12 09:46:57
14.999,0.0,0.0,494668391.14285713,2022-12-12 09:46:58
14.999816666666671,0.0,0.0,495212380.14285713,2022-12-12 09:46:59
15.00033333333333,0.0,0.0,494821220.85714287,2022-12-12 09:47:00
15.000050000000002,0.0,0.0,494669638.7857143,2022-12-12 09:47:01
15.000683333333331,0.0,0.0,494334307.2857143,2022-12-12 09:47:02
14.999083333333337,0.0,0.0,494591561.0714286,2022-12-12 09:47:03
15.00038333333333,0.0,0.0,494544573.2142857,2022-12-12 09:47:04
14.999633333333332,0.0,0.0,494715978.85714287,2022-12-12 09:47:05
14.999016666666666,0.0,0.0,494754647.5714286,2022-12-12 09:47:06
15.001316666666668,0.0,0.0,494641769.2142857,2022-12-12 09:47:07
14.99972564102564,0.0,0.0,496867231.5384616,2022-12-12 09:47:08
15.000383333333334,0.0,0.0,494836276.5,2022-12-12 09:47:09
15.0001,0.0,0.0,494684686.35714287,2022-12-12 09:47:10
14.99945,0.0,0.0,494712969.7857143,2022-12-12 09:47:11
15.000833333333333,0.0,0.0,494783213.4285714,2022-12-12 09:47:12
14.999833333333331,0.0,0.0,494948887.4285714,2022-12-12 09:47:13
14.998933333333335,0.0,0.0,495483690.5714286,2022-12-12 09:47:14
15.001233333333332,0.0,0.0,494920647.2142857,2022-12-12 09:47:15
14.99985,0.0,0.0,494748902.85714287,2022-12-12 09:47:16
14.999833333333331,0.0,0.0,494646255.7142857,2022-12-12 09:47:17
14.999866666666666,0.0,0.0,494674616.14285713,2022-12-12 09:47:18
15.000600000000002,0.0,0.0,494722214.7857143,2022-12-12 09:47:19
15.000199999999998,0.0,0.0,494743635.5,2022-12-12 09:47:20
14.9996,0.0,0.0,494682842.9285714,2022-12-12 09:47:21
15.000033333333334,0.0,0.0,494744296.85714287,2022-12-12 09:47:22
14.999649999999995,0.0,0.0,494844733.2142857,2022-12-12 09:47:23
15.00036666666667,0.0,0.0,494856745.85714287,2022-12-12 09:47:24
14.999750000000002,0.0,0.0,494923052.35714287,2022-12-12 09:47:25
14.99955,0.0,0.0,495333388.4285714,2022-12-12 09:47:26
15.000599999999997,0.0,0.0,495084034.7142857,2022-12-12 09:47:27
15.00006666666667,0.0,0.0,497586730.5384616,2022-12-12 09:47:28
15.000283333333334,0.0,0.0,495624930.7857143,2022-12-12 09:47:29
14.99938333333333,0.0,0.0,494975803.2142857,2022-12-12 09:47:30
15.000166666666672,0.0,0.0,495030701.5,2022-12-12 09:47:31
15.000899999999996,0.0,0.0,494676402.9285714,2022-12-12 09:47:32
14.99925,0.0,0.0,494656749.7142857,2022-12-12 09:47:33
14.99976666666667,0.0,0.0,494910699.0,2022-12-12 09:47:34
15.000233333333338,0.0,0.0,494635678.0714286,2022-12-12 09:47:35
14.999116666666662,0.0,0.0,495026055.2142857,2022-12-12 09:47:36
15.001100000000005,0.0,0.0,494831145.35714287,2022-12-12 09:47:37
14.998749999999998,0.0,0.0,494778705.0714286,2022-12-12 09:47:38
15.000050000000003,0.0,0.0,495129700.7857143,2022-12-12 09:47:39
15.001083333333328,0.0,0.0,494914970.9285714,2022-12-12 09:47:40
14.9991,0.0,0.0,495394719.5,2022-12-12 09:47:41
15.000649999999997,0.0,0.0,495222185.2857143,2022-12-12 09:47:42
14.99966666666667,0.0,0.0,495565188.35714287,2022-12-12 09:47:43
14.999466666666663,0.0,0.0,494826907.7142857,2022-12-12 09:47:44
15.001283333333332,0.0,0.0,494753061.4285714,2022-12-12 09:47:45
14.998733333333334,0.0,0.0,494750209.4285714,2022-12-12 09:47:46
14.999633333333332,0.0,0.0,494748995.5,2022-12-12 09:47:47
15.000933333333338,0.0,0.0,494713281.14285713,2022-12-12 09:47:48
14.99905,0.0,0.0,494958192.64285713,2022-12-12 09:47:49
14.99978333333333,0.0,0.0,494777252.7142857,2022-12-12 09:47:50
14.999887179487182,0.0,0.0,458679468.7692308,2022-12-12 09:47:51
14.999383333333329,0.0,0.0,495061978.5,2022-12-12 09:47:52
15.000916666666669,0.0,0.0,494920953.35714287,2022-12-12 09:47:53
14.999133333333331,0.0,0.0,458947250.84615386,2022-12-12 09:47:54
14.999983333333333,0.0,0.0,495392968.7142857,2022-12-12 09:47:55
15.00066666666667,0.0,0.0,495371657.2857143,2022-12-12 09:47:56
14.9991,0.0,0.0,495582852.7142857,2022-12-12 09:47:57
15.000166666666669,0.0,0.0,494985988.2142857,2022-12-12 09:47:58
14.999766666666662,0.0,0.0,494943544.5,2022-12-12 09:47:59
15.00035,0.0,0.0,494843070.7142857,2022-12-12 09:48:00
15.000616666666668,0.0,0.0,494867176.0,2022-12-12 09:48:01
14.998716666666668,0.0,0.0,494870600.0714286,2022-12-12 09:48:02
15.000416666666666,0.0,0.0,494927111.85714287,2022-12-12 09:48:03
15.000416666666666,0.0,0.0,495035105.7142857,2022-12-12 09:48:04
14.999566666666668,0.0,0.0,495215463.5,2022-12-12 09:48:05
14.999949999999998,0.0,0.0,494993136.2857143,2022-12-12 09:48:06
14.999650000000004,0.0,0.0,495061547.0,2022-12-12 09:48:07
15.001,0.0,0.0,495514911.5714286,2022-12-12 09:48:08
14.999816666666666,0.0,0.0,495330167.0714286,2022-12-12 09:48:09
14.998666666666663,0.0,0.0,495622975.5714286,2022-12-12 09:48:10
15.000694871794874,0.0,0.0,532259713.4615384,2022-12-12 09:48:11
15.000083333333334,0.0,0.0,495067979.0,2022-12-12 09:48:12
15.00025,0.0,0.0,494979521.64285713,2022-12-12 09:48:13
14.999115384615385,0.0,0.0,531763864.84615386,2022-12-12 09:48:14
15.000349999999996,0.0,0.0,495080218.5714286,2022-12-12 09:48:15
15.000500000000002,0.0,0.0,495056519.14285713,2022-12-12 09:48:16
14.9997,0.0,0.0,495024863.0,2022-12-12 09:48:17
14.998766666666668,0.0,0.0,495254485.0714286,2022-12-12 09:48:18
15.0009,0.0,0.0,495158941.64285713,2022-12-12 09:48:19
14.9996,0.0,0.0,495154783.4285714,2022-12-12 09:48:20
15.000533333333337,0.0,0.0,495270999.7857143,2022-12-12 09:48:21
14.999616666666665,0.0,0.0,495611167.85714287,2022-12-12 09:48:22
14.999416666666672,0.0,0.0,495561339.2142857,2022-12-12 09:48:23
15.000749999999998,0.0,0.0,495952285.2857143,2022-12-12 09:48:24
14.9995,0.0,0.0,495779957.64285713,2022-12-12 09:48:25
14.9996,0.0,0.0,495450565.4285714,2022-12-12 09:48:26
15.000116666666669,0.0,0.0,495135437.7857143,2022-12-12 09:48:27
15.000216666666663,0.0,0.0,495087792.14285713,2022-12-12 09:48:28
14.99985,0.0,0.0,495241926.85714287,2022-12-12 09:48:29
15.000133333333334,0.0,0.0,495147545.14285713,2022-12-12 09:48:30
14.999983333333336,0.0,0.0,495116999.2142857,2022-12-12 09:48:31
15.000366666666665,0.0,0.0,495122026.35714287,2022-12-12 09:48:32
15.000317948717946,0.0,0.0,532100058.61538464,2022-12-12 09:48:33
14.99945,0.0,0.0,495429837.5714286,2022-12-12 09:48:34
15.00055,0.0,0.0,495449202.2857143,2022-12-12 09:48:35
14.99936666666667,0.0,0.0,495602583.5714286,2022-12-12 09:48:36
14.999883333333331,0.0,0.0,495698485.4285714,2022-12-12 09:48:37
14.999949999999998,0.0,0.0,495898015.4285714,2022-12-12 09:48:38
14.999166666666667,0.0,0.0,495706792.14285713,2022-12-12 09:48:39
15.001283333333332,0.0,0.0,495726935.0714286,2022-12-12 09:48:40
14.999483333333334,0.0,0.0,495283006.0,2022-12-12 09:48:41
14.999749999999995,0.0,0.0,495228678.35714287,2022-12-12 09:48:42
15.000366666666665,0.0,0.0,495313306.5,2022-12-12 09:48:43
14.999950000000004,0.0,0.0,495323873.35714287,2022-12-12 09:48:44
15.000116666666663,0.0,0.0,495221168.14285713,2022-12-12 09:48:45
14.9997,0.0,0.0,495441298.14285713,2022-12-12 09:48:46
14.999183333333338,0.0,0.0,495305044.5,2022-12-12 09:48:47
15.00021666666666,0.0,0.0,495450030.4285714,2022-12-12 09:48:48
15.000333333333332,0.0,0.0,495848787.0714286,2022-12-12 09:48:49
14.998810256410254,0.0,0.0,486381792.1538461,2022-12-12 09:48:50
15.000366666666668,0.0,0.0,495932308.7142857,2022-12-12 09:48:51
15.000466666666666,0.0,0.0,495818809.2142857,2022-12-12 09:48:52
15.000583333333331,0.0,0.0,495948950.2857143,2022-12-12 09:48:53
14.999716666666668,0.0,0.0,495854621.4285714,2022-12-12 09:48:54
14.999450000000008,0.0,0.0,495362442.7857143,2022-12-12 09:48:55
15.00118333333333,0.0,0.0,495399668.5,2022-12-12 09:48:56
14.999750000000002,0.0,0.0,495413140.35714287,2022-12-12 09:48:57
14.999133333333331,0.0,0.0,495320800.0,2022-12-12 09:48:58
15.000433333333334,0.0,0.0,495569507.4285714,2022-12-12 09:48:59
14.999333333333334,0.0,0.0,495445732.0714286,2022-12-12 09:49:00
15.00105,0.0,0.0,495561738.9285714,2022-12-12 09:49:01
14.9987,0.0,0.0,495566584.2857143,2022-12-12 09:49:02
14.999850000000006,0.0,0.0,495553860.85714287,2022-12-12 09:49:03
15.00108333333333,0.0,0.0,495641922.14285713,2022-12-12 09:49:04
14.9997,0.0,0.0,495787666.64285713,2022-12-12 09:49:05
14.99938333333333,0.0,0.0,495965122.0714286,2022-12-12 09:49:06
15.000600000000002,0.0,0.0,496071632.9285714,2022-12-12 09:49:07
14.999633333333334,0.0,0.0,496139112.64285713,2022-12-12 09:49:08
15.00005,0.0,0.0,495631417.35714287,2022-12-12 09:49:09
14.999350000000003,0.0,0.0,495389749.85714287,2022-12-12 09:49:10
14.999533333333332,0.0,0.0,495658432.9285714,2022-12-12 09:49:11
15.000466666666666,0.0,0.0,495526150.2857143,2022-12-12 09:49:12
14.999266666666667,0.0,0.0,495451942.0,2022-12-12 09:49:13
14.99948333333333,0.0,0.0,495519621.5,2022-12-12 09:49:14
15.001311111111114,0.0,0.0,541994185.8333334,2022-12-12 09:49:15
14.999416666666663,0.0,0.0,495682506.85714287,2022-12-12 09:49:16
15.001133333333334,0.0,0.0,495659506.35714287,2022-12-12 09:49:17
14.999133333333331,0.0,0.0,496007879.2142857,2022-12-12 09:49:18
15.00055,0.0,0.0,496179534.0,2022-12-12 09:49:19
15.000466666666668,0.0,0.0,496183546.9285714,2022-12-12 09:49:20
14.99893333333333,0.0,0.0,496324938.35714287,2022-12-12 09:49:21
14.999750000000002,0.0,0.0,496356888.5,2022-12-12 09:49:22
15.000749999999996,0.0,0.0,495816256.2857143,2022-12-12 09:49:23
14.998900000000004,0.0,0.0,495565184.85714287,2022-12-12 09:49:24
15.000466666666664,0.0,0.0,495711727.14285713,2022-12-12 09:49:25
15.0,0.0,0.0,495695936.14285713,2022-12-12 09:49:26
14.999133333333337,0.0,0.0,495811452.0,2022-12-12 09:49:27
15.001999999999995,0.0,0.0,495973337.7142857,2022-12-12 09:49:28
14.9988,0.0,0.0,496438206.35714287,2022-12-12 09:49:29
14.99965,0.0,0.0,495906177.5,2022-12-12 09:49:30
15.00060512820513,0.0,0.0,482720336.38461536,2022-12-12 09:49:31
14.999083333333337,0.0,0.0,495919350.9285714,2022-12-12 09:49:32
15.000816666666667,0.0,0.0,496182839.7857143,2022-12-12 09:49:33
14.998833333333334,0.0,0.0,496122832.0,2022-12-12 09:49:34
14.99966666666667,0.0,0.0,496388768.85714287,2022-12-12 09:49:35
15.001,0.0,0.0,496397812.0,2022-12-12 09:49:36
14.999266666666667,0.0,0.0,496210888.0714286,2022-12-12 09:49:37
15.000066666666664,0.0,0.0,495876959.9285714,2022-12-12 09:49:38
14.999499999999998,0.0,0.0,496031140.85714287,2022-12-12 09:49:39
14.999783333333337,0.0,0.0,496028320.2142857,2022-12-12 09:49:40
15.0013,0.0,0.0,496018980.2142857,2022-12-12 09:49:41
14.998483333333334,0.0,0.0,496125644.35714287,2022-12-12 09:49:42
15.000016666666664,0.0,0.0,496150201.14285713,2022-12-12 09:49:43
15.000933333333336,0.0,0.0,496312711.9285714,2022-12-12 09:49:44
14.999300000000002,0.0,0.0,496166842.0714286,2022-12-12 09:49:45
15.000433333333334,0.0,0.0,496158534.7142857,2022-12-12 09:49:46
14.999500000000005,0.0,0.0,496245003.5,2022-12-12 09:49:47
14.999933333333331,0.0,0.0,496475068.7857143,2022-12-12 09:49:48
15.001,0.0,0.0,496615063.64285713,2022-12-12 09:49:49
14.999349999999996,0.0,0.0,496547230.0714286,2022-12-12 09:49:50
14.999733333333332,0.0,0.0,496550573.35714287,2022-12-12 09:49:51
15.00095,0.0,0.0,496072043.5714286,2022-12-12 09:49:52
14.999683333333335,0.0,0.0,496021736.9285714,2022-12-12 09:49:53
15.000048717948715,0.0,0.0,467535259.9230769,2022-12-12 09:49:54
15.000283333333332,0.0,0.0,496152272.5,2022-12-12 09:49:55
14.9994,0.0,0.0,496026814.85714287,2022-12-12 09:49:56
15.000699999999998,0.0,0.0,495944435.5,2022-12-12 09:49:57
14.99945,0.0,0.0,496019183.64285713,2022-12-12 09:49:58
14.999150000000004,0.0,0.0,496388356.7857143,2022-12-12 09:49:59
15.00136666666666,0.0,0.0,496254209.9285714,2022-12-12 09:50:00
14.999616666666666,0.0,0.0,496433895.2857143,2022-12-12 09:50:01
14.999500000000005,0.0,0.0,496351014.7857143,2022-12-12 09:50:02
15.000383333333335,0.0,0.0,496863471.2857143,2022-12-12 09:50:03
14.999166666666664,0.0,0.0,496614641.14285713,2022-12-12 09:50:04
15.00061666666667,0.0,0.0,496629967.64285713,2022-12-12 09:50:05
14.99895,0.0,0.0,496181271.5,2022-12-12 09:50:06
14.99970769230769,0.0,0.0,475172941.4615384,2022-12-12 09:50:07
15.00196666666667,0.0,0.0,496089920.14285713,2022-12-12 09:50:08
14.998599999999998,0.0,0.0,496070498.35714287,2022-12-12 09:50:09
14.99891666666667,0.0,0.0,496130259.35714287,2022-12-12 09:50:10
15.001566666666667,0.0,0.0,496151894.0,2022-12-12 09:50:11
14.999083333333331,0.0,0.0,496070086.5714286,2022-12-12 09:50:12
15.001100000000005,0.0,0.0,496270100.2142857,2022-12-12 09:50:13
14.998816666666666,0.0,0.0,496253301.2857143,2022-12-12 09:50:14
14.999533333333332,0.0,0.0,496324315.0714286,2022-12-12 09:50:15
15.000816666666667,0.0,0.0,496505880.2142857,2022-12-12 09:50:16
14.9987,0.0,0.0,496660912.9285714,2022-12-12 09:50:17
14.99963333333333,0.0,0.0,496907234.7857143,2022-12-12 09:50:18
15.0004,0.0,0.0,496895931.2142857,2022-12-12 09:50:19
14.999983333333336,0.0,0.0,496163019.7857143,2022-12-12 09:50:20
15.000550000000002,0.0,0.0,496368979.2857143,2022-12-12 09:50:21
14.99875,0.0,0.0,496229908.2142857,2022-12-12 09:50:22
15.000683333333328,0.0,0.0,496705434.7857143,2022-12-12 09:50:23
15.000350000000005,0.0,0.0,496327330.0,2022-12-12 09:50:24
14.999466666666669,0.0,0.0,496194722.5,2022-12-12 09:50:25
15.000183333333336,0.0,0.0,496276808.2857143,2022-12-12 09:50:26
14.999249999999993,0.0,0.0,496315212.0714286,2022-12-12 09:50:27
15.001066666666672,0.0,0.0,496576754.4285714,2022-12-12 09:50:28
14.99981666666667,0.0,0.0,496540597.7142857,2022-12-12 09:50:29
14.999116666666666,0.0,0.0,496601457.7857143,2022-12-12 09:50:30
15.001116666666665,0.0,0.0,496928047.5,2022-12-12 09:50:31
14.999216666666667,0.0,0.0,497004636.14285713,2022-12-12 09:50:32
15.000066666666664,0.0,0.0,496945629.5,2022-12-12 09:50:33
15.001050000000005,0.0,0.0,496476414.64285713,2022-12-12 09:50:34
14.998466666666662,0.0,0.0,496273707.0714286,2022-12-12 09:50:35
15.00121666666667,0.0,0.0,496312593.0714286,2022-12-12 09:50:36
15.000466666666668,0.0,0.0,496318132.0,2022-12-12 09:50:37
14.998383333333331,0.0,0.0,496386441.2142857,2022-12-12 09:50:38
15.002016666666664,0.0,0.0,496481749.5,2022-12-12 09:50:39
14.998650000000008,0.0,0.0,496513457.85714287,2022-12-12 09:50:40
15.000216666666669,0.0,0.0,496467935.2857143,2022-12-12 09:50:41
15.000566666666668,0.0,0.0,496531633.0,2022-12-12 09:50:42
14.998066666666665,0.0,0.0,496586167.2857143,2022-12-12 09:50:43
15.001600000000002,0.0,0.0,496803723.0714286,2022-12-12 09:50:44
14.99975,0.0,0.0,497110121.64285713,2022-12-12 09:50:45
14.999116666666666,0.0,0.0,497194905.2142857,2022-12-12 09:50:46
15.000916666666669,0.0,0.0,497212450.5,2022-12-12 09:50:47
14.99975,0.0,0.0,496919055.2857143,2022-12-12 09:50:48
14.999869230769232,0.0,0.0,514015327.4615384,2022-12-12 09:50:49
14.999869230769228,0.0,0.0,471773660.61538464,2022-12-12 09:50:50
14.999133333333337,0.0,0.0,496619923.5,2022-12-12 09:50:51
15.000416666666665,0.0,0.0,496515977.14285713,2022-12-12 09:50:52
14.999689743589746,0.0,0.0,472071440.4615384,2022-12-12 09:50:53
14.999483333333334,0.0,0.0,496627385.5714286,2022-12-12 09:50:54
14.999933333333331,0.0,0.0,496565007.2142857,2022-12-12 09:50:55
15.000116666666669,0.0,0.0,496647635.7142857,2022-12-12 09:50:56
15.00066666666667,0.0,0.0,496790126.35714287,2022-12-12 09:50:57
14.998549999999998,0.0,0.0,496754967.4285714,2022-12-12 09:50:58
14.999933333333336,0.0,0.0,496847160.4285714,2022-12-12 09:50:59
15.001333333333331,0.0,0.0,497382145.5714286,2022-12-12 09:51:00
14.999266666666667,0.0,0.0,497377000.0,2022-12-12 09:51:01
14.999216666666667,0.0,0.0,496964159.35714287,2022-12-12 09:51:02
15.000600000000002,0.0,0.0,496754410.35714287,2022-12-12 09:51:03
15.000266666666665,0.0,0.0,496891108.0,2022-12-12 09:51:04
14.9998,0.0,0.0,496570231.85714287,2022-12-12 09:51:05
14.999300000000002,0.0,0.0,496899410.85714287,2022-12-12 09:51:06
14.999533333333336,0.0,0.0,496553408.64285713,2022-12-12 09:51:07
15.000866666666663,0.0,0.0,496640533.5,2022-12-12 09:51:08
15.000750000000002,0.0,0.0,496846289.0,2022-12-12 09:51:09
14.998166666666666,0.0,0.0,496683837.0714286,2022-12-12 09:51:10
15.001566666666662,0.0,0.0,496822254.85714287,2022-12-12 09:51:11
14.999783333333337,0.0,0.0,496917392.7142857,2022-12-12 09:51:12
14.99985,0.0,0.0,497337414.0,2022-12-12 09:51:13
14.999883333333337,0.0,0.0,497206616.0,2022-12-12 09:51:14
14.999183333333336,0.0,0.0,497432654.2142857,2022-12-12 09:51:15
15.001,0.0,0.0,497421337.2857143,2022-12-12 09:51:16
14.999616666666665,0.0,0.0,496675791.5714286,2022-12-12 09:51:17
14.99985,0.0,0.0,496714901.85714287,2022-12-12 09:51:18
15.00036666666667,0.0,0.0,496797719.5,2022-12-12 09:51:19
14.999399999999998,0.0,0.0,496817574.7857143,2022-12-12 09:51:20
15.0007,0.0,0.0,496692230.64285713,2022-12-12 09:51:21
14.999333333333336,0.0,0.0,496895149.4285714,2022-12-12 09:51:22
14.999950000000002,0.0,0.0,496901736.2857143,2022-12-12 09:51:23
14.999999999999996,0.0,0.0,496903750.0,2022-12-12 09:51:24
14.999983333333333,0.0,0.0,496964751.85714287,2022-12-12 09:51:25
14.9995,0.0,0.0,497091496.9285714,2022-12-12 09:51:26
15.000766666666664,0.0,0.0,497442100.7142857,2022-12-12 09:51:27
14.999994871794874,0.0,0.0,468686440.7692308,2022-12-12 09:51:28
14.999866666666666,0.0,0.0,497541830.14285713,2022-12-12 09:51:29
15.000266666666665,0.0,0.0,497473319.4285714,2022-12-12 09:51:30
14.998733333333334,0.0,0.0,497155746.0714286,2022-12-12 09:51:31
15.0003,0.0,0.0,496900606.2857143,2022-12-12 09:51:32
14.999783333333331,0.0,0.0,497056936.0,2022-12-12 09:51:33
14.999466666666669,0.0,0.0,497012991.4285714,2022-12-12 09:51:34
15.000433333333335,0.0,0.0,496916137.2857143,2022-12-12 09:51:35
15.000183333333329,0.0,0.0,497336227.5714286,2022-12-12 09:51:36
14.999766666666664,0.0,0.0,496976821.35714287,2022-12-12 09:51:37
14.9997,0.0,0.0,497071546.35714287,2022-12-12 09:51:38
15.000033333333334,0.0,0.0,497057776.9285714,2022-12-12 09:51:39
15.000533333333337,0.0,0.0,497177338.35714287,2022-12-12 09:51:40
14.9998,0.0,0.0,497385710.5,2022-12-12 09:51:41
14.999316666666669,0.0,0.0,497258847.35714287,2022-12-12 09:51:42
14.99955,0.0,0.0,497816570.4285714,2022-12-12 09:51:43
15.00055,0.0,0.0,497953264.0714286,2022-12-12 09:51:44
15.000316666666668,0.0,0.0,497371570.7857143,2022-12-12 09:51:45
14.999349999999996,0.0,0.0,497112763.0714286,2022-12-12 09:51:46
15.000300000000006,0.0,0.0,497135028.2857143,2022-12-12 09:51:47
15.000366666666665,0.0,0.0,497300792.2857143,2022-12-12 09:51:48
15.000353846153846,0.0,0.0,507502418.0,2022-12-12 09:51:49
14.999183333333336,0.0,0.0,497126350.9285714,2022-12-12 09:51:50
14.999650000000004,0.0,0.0,497162110.64285713,2022-12-12 09:51:51
15.000049999999996,0.0,0.0,497203312.35714287,2022-12-12 09:51:52
15.000816666666667,0.0,0.0,497199750.0714286,2022-12-12 09:51:53
14.998933333333335,0.0,0.0,497533035.2142857,2022-12-12 09:51:54
14.999783333333337,0.0,0.0,497481115.35714287,2022-12-12 09:51:55
15.000199999999996,0.0,0.0,497709554.5,2022-12-12 09:51:56
15.000515384615383,0.0,0.0,461628568.4615384,2022-12-12 09:51:57
14.998566666666663,0.0,0.0,494318729.2142857,2022-12-12 09:51:58
14.999999999999996,0.0,0.0,493998212.35714287,2022-12-12 09:51:59
14.999983333333338,0.0,0.0,494042751.14285713,2022-12-12 09:52:00
14.999616666666668,0.0,0.0,493631512.4285714,2022-12-12 09:52:01
14.999916666666664,0.0,0.0,493764005.7142857,2022-12-12 09:52:02
14.99966666666667,0.0,0.0,490293763.4285714,2022-12-12 09:52:03
